Id экзамена;Id вопроса;№ вопроса;Текст вопроса;Картинка из вопроса;Оценка экзаменатора;Транскрибация ответа;Ссылка на оригинальный файл запис
3374112;30630327;4;"<p>Вопрос устной части экзамена. Опишите картинку.</p>
<p><img src=""https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG"" width=""716"" height=""414""></p>
<p><strong>Ваше сообщение должно содержать следующую информацию: </strong><br><strong>– Что изображено на рисунке (место, время года и т.д.)? </strong><br><strong>– Кто изображён на рисунке? </strong><br><strong>– Что они делают? </strong><br><strong>– Расскажите подробнее о любом человеке, изображённом на рисунке. </strong><br><strong>– А Вы любите путешествовать? </strong><br><strong>– Где Вы уже побывали?</strong></p>";https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG;0;Спасибо.;https://storage.yandexcloud.net/odin-exam-files-dataset/36b518ba-05f1-49b7-860d-81a5f201cb2a-3.MP3
3374113;30630362;1;"<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>
<p><strong>Вы увидели объявление о работе и хотите получить её. Позвоните и узнайте, какие требования предъявляет работодатель к соискателю. </strong></p>";;1;Откуда вы приехали и чем занимаетесь? Я приехал в Узбекистан в 2008 году. До сих пор работаю. Настройки. Основные. Так заработаю. Хорошо. Посмотрите, ваше первое задание. Вам нужно начать диалог. Вы увидели объявление о работе и хотите получить ее. Позвоните и узнаете, какие требования предъявляет работодатель к соискателю. Представим, что я работодатель и вы звоните мне. У вас со мной будет сейчас разговор. Алло. Я по поводу обуви звоню. Какой у вас работы есть? Здравствуйте. У нас есть несколько вакансий. Какая у вас профессия? Меня интересует строительная работа. У нас есть такая вакансия. От вас требуется? Да. От вас требуется? Да. У вас требуется опыт работы более года. И зарплата у нас 60 000 рублей. Да, мне устраивает. Это работа, у меня опыт есть. Есть большой опыт. Семь лет занимаюсь. Меня устраивает эта зарплата. Хорошо. Хорошо. Спасибо. Спасибо. Чтобы устроиться к нам, нужно еще записаться на собеседование. Вам удобно завтра в 10 часов утра к нам подойти? Завтра в 10 я sorted, да. Возьмите с собой паспорт обязательно. И на собеседовании мы обсудим ваше трудоустройство. Хорошо. Спасибо. До свидания. До свидания. Хорошо.;https://storage.yandexcloud.net/odin-exam-files-dataset/cf249a4e-6661-458b-967a-09f40db7a4f5-0.MP3
3374113;30630363;2;"<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>
<p><strong>– Как зовут Вашего лучшего друга или подругу? Где Вы познакомились? Какой Ваш друг/подруга (внешность, характер, хобби)? </strong><br><strong>– … </strong><br><strong>– Как Вы обычно проводите свой отпуск? Где Вы отдыхали в последний раз? Что Вам больше всего понравилось? </strong><br><strong>– … </strong><br><strong>– Чем занимаются Ваши родные (родители, братья, сёстры)? Вы часто встречаетесь? Что Вы обычно делаете вместе? </strong><br><strong>– …</strong></p>";;1;Следующее ваше задание. Вам нужно принять участие в диалоге. Ответьте на вопросы собеседника полными предложениями. Как зовут вашего лучшего друга или подругу? Где вы познакомились? Какой ваш друг? Внешность, характер, хобби? У меня друг есть, да. Я познакомился. У него характер очень хорошо. Как он такой веселый постоянно. Да, мы на работе познакомились. До сих пор дружим, вместе работаем. А как зовут вашего друга? Сергей. Чем он любит заниматься? Какое хобби у него? Он часто... Ходит выше катать зимой. У него комплимент. Хорошо. Как вы обычно проводите свой отпуск? Где вы отдыхали в последний раз? И что вам больше всего понравилось? Я люблю отдыхать. В море ходить. Я в Сочи был. Там отдыхали. А что понравилось? Чистый воздух, тишина. А где вы еще хотели бы отдохнуть? Мы хотели отдохнуть... Тут пока возможности нет. Мало времени. В выходные недостаточно. Поэтому... Покуда-то. Но мы не ходим. Хорошо. Чем занимаются ваши родные? Родители, братья, сестры? Часто ли вы встречаетесь? И что обычно делаете вместе? Мы родители все на родину. Поэтому я давно здесь. Туда не ходил давно. Поэтому не могу ничего не сказать. А когда вы последний раз виделись? В 2016 잘�еехал. 2 месяца был. Все вернулся, до сcommerce.;https://storage.yandexcloud.net/odin-exam-files-dataset/cf249a4e-6661-458b-967a-09f40db7a4f5-1.MP3
3374113;30630364;3;"<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>
<p><strong>Представьте ситуацию. Вы пришли в агентство по продаже авиабилетов. </strong><br><strong>У Вас есть билет на самолёт, но Вы не можете лететь. </strong><br><strong>Поздоровайтесь. Объясните в агентстве по продаже авиабилетов, что Вы хотите сдать свой билет, укажите причину. Уточните, можно ли это сделать бесплатно. Поблагодарите за полученную информацию и оцените работу менеджера.</strong></p>";;1;Следующее ваше задание. Вам также нужно начать диалог. Получите нужную вам информацию. Будьте вежливы. Представьте ситуацию. Вы пришли в аластеринский агентство по продаже авиабилетов. У вас есть билет на самолет, но вы не можете лететь. Поздоровайтесь. Объясните в агентстве по продаже авиабилетов, что вы хотите сдать свой билет. И укажите причину. Уточните, можно ли это сделать бесплатно. Поблагодарите за полученную информацию и оцените работу менеджера. Мы также представим, что я менеджер, вам нужно сюда заговорить. Здравствуйте, я пришел по билетам. Я недавно купил билет. Я сейчас не могу улететь, мне не позволяет время. Поэтому я хочу сдавать билет обратно. Вы можете бесплатно вернуть этот билет. Здравствуйте, мы можем сделать вам возврат. Почти вся сумма. Вам вернется только комиссия, которую вы оплачивали при покупке. Это 10% от стоимости. Она остается у нас. А все остальное вы получите. Будем делать возврат сейчас? Да, можем сейчас. У вас паспорт с собой? Да, с собой. Хорошо, тогда сейчас мы сделаем вам возврат. Спасибо. Хорошо.;https://storage.yandexcloud.net/odin-exam-files-dataset/cf249a4e-6661-458b-967a-09f40db7a4f5-2.MP3
3374113;30630365;4;"<p>Вопрос устной части экзамена. Опишите картинку.</p>
<p><strong>Ваше сообщение должно содержать следующую информацию: </strong><br><strong>– Что Вы видите на этом рисунке (место, время года и т.д.)? </strong><br><strong>– Кто изображён на рисунке? </strong><br><strong>– Что они делают? </strong><br><strong>– Опишите подробно любого человека, изображённого на рисунке. </strong><br><strong>– А Вы любите отдых на природе? </strong><br><strong>– Вы часто бываете на природе с семьей, друзьями?</strong></p>
<p><img src=""https://storage-public.odin.study/049deff0-285e-4ffe-b1b7-54aa01eb4b45.PNG"" width=""684"" height=""401""></p>";https://storage-public.odin.study/049deff0-285e-4ffe-b1b7-54aa01eb4b45.PNG;1;Теперь, смотрите, вам нужно описать картинку. Можно описывать не сразу. Можно рассмотреть, подготовиться. Ваше сообщение должно содержать следующую информацию. Что вы видите на этом рисунке? Место, время года. Кто изображен на рисунке? Что делают эти люди? Также нужно описать подробно любого человека, изображенного на рисунке. И когда ответите, вопросы еще к вам. Любите ли вы отдых на природе? И часто ли бываете на природе с семьей или друзьями? Пока рассмотрите. Как будете готовы, можете начинать описывать. Я вижу, что здесь семейные отдыхают на природе. С своей женой, с детьми. Там рядом море, чистый воздух. Кушают, сидят, веселятся. Вот так это. Ага. Ага. Ага. Что конкретно делают эти люди? Каждый. Каждый человек. Папа так уж готовит детей. Кто-то играет, кто-то поможет. Жена подготовит, настаивает. Можете выбрать кого-то отсюда, одного человека, и подробнее его описать? Как он выглядит? Можете выбрать? Можете выбрать? Вот, допустим, дети. У них сын, он играет, веселый. Он понравится, наверное. А вы любите отдых на природе? Я, да, люблю отдыхать на природе. Там чистый воздух всегда. А вы любите отдых на природе? Да, люблю отдых на природе. Часто ли вы бываете на природе с семьей или друзьями? Не часто, но год-два раз бываю. А куда вы езжаете обычно на природу? Здесь, где море, туда едем, где гора. А в какое время года нравится на природе отдыхать? В основном летом нравится, потому что тут так. Вы когда получите вид на жительство? Вы в Омске? В Омске планируете оставаться или в какой-то другой город? Я в Омске хочу оставаться. Здесь хорошо работать, жить, жить с семьей. А чем вам нравится Омск? Каждый город имеет свою культуру. А вам нравится Омск? Места. Места, может, какие-то нравятся здесь. Вес, живописи, мешки. Скажи. Слышно. Там много моря. Хорошо. На этом мы устную часть с вами завершаем.;https://storage.yandexcloud.net/odin-exam-files-dataset/cf249a4e-6661-458b-967a-09f40db7a4f5-3.MP3
3374126;30630640;1;"<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>
<p><strong>Вы увидели объявление о работе и хотите получить её. Позвоните и узнайте, какие требования предъявляет работодатель к соискателю. </strong></p>";;1;Первый вопрос. Начните диалог. Вы увидели объявление о работе и хотите получить ее. Позвоните и узнаете, какие требования, предъявления. Если у вас есть какие-то требования, то вы можете задать их работодателю. Звоните мне. Здравствуйте. Здравствуйте, слушаю вас. Здравствуйте, я увидела объявление о том, что... Увидела объявление... Здравствуйте, я увидела объявление, что вам требуется работник. Я бы хотела уточнить, какие у вас требования. А какая вакансия вас интересует? У нас все еще несколько свободных. Я бы хотела... Вообще рассматриваю вакансию менеджера. Да. Менеджер по продажам или менеджер торгового зала. Менеджер по продажам. Хорошо. Ну что ж, требования такие. Во-первых, профильное образование, повышение квалификации и рекомендации с места работы. Все хорошо. Спасибо. Вы соответствуете? Нам вас ждать? Да. Хорошо. Хорошо. Угу. Хорошо. Следующий вопрос.;https://storage.yandexcloud.net/odin-exam-files-dataset/5e3df702-0d1a-447d-a5a6-eedb11fadf04-0.MP3
3374126;30630641;2;"<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>
<p><strong>– Блюда какой кухни Вы любите? Почему? </strong><br><strong>– … </strong><br><strong>– Что Вы умеете готовить? </strong><br><strong>– … </strong><br><strong>– Какое любимое блюдо в Вашей семье? </strong><br><strong>– … </strong><br><strong>– Вы ходите в рестораны и кафе? В какие? Если не ходите, то почему? </strong><br><strong>– …</strong></p>";;2;Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями. Блюда какой кухни вы любите и почему? Я люблю грузинскую кухню, потому что мы часто летаем с родителями в Грузию. Что конкретно? Какие блюда вам нравятся? Химгали. Хачапури. Хачапури. Да и все, в принципе, такое вот. Хорошо. А что вы умеете готовить? Прямо перечислить надо, да? Мы должны с вами говорить. Поэтому, да, пожалуйста. Ну, я много умею готовить. Хорошо. Что вы считаете лучше всего у вас получается? Борщ и солянка. Хорошо. Расскажите, как вы делаете солянку. Так. Ну, сначала я... Прям поэтапно надо говорить, да, так все? Да, конечно. Так, сначала я отвариваю ребрышки. Потом добавляю все соленья, сосиски, огурцы, маслины, сало, разные виды мяса. Угу. И колбасу можно добавить. Не знаю, что еще. Обжариваю. Вот морковью и все это добавляю туда, и все там отварится. Потом в конце добавляю лимон. Угу. И все. Хорошо. Какое любимое блюдо в вашей семье? Так. Наверное, бешпармак. Хорошо. Вы умеете его готовить? Конечно. Рассказывайте, как. Сначала отвариваем мясо. Очень долго подготавливаем все. Убираем от кости вот это все, мякоть, чтобы было отдельно. Отвариваем картошку, маринуем лук, варим ребрышки. И все, потом все собираем. Хорошо. Вы ходите в рестораны и кафе? В какие? А если не ходите, то почему? Я очень редко хожу и в рестораны, и в кафе, потому что я предпочитаю питаться дома. Но все-таки какие-то рестораны ходите? Очень-очень редко, да, хожу, но... Очень-очень редко. Очень-очень редко, правда. Почему не ходите? Ну, потому что я очень, как сказать, я люблю питаться домашней едой. Я не люблю вот в кафе как питаться, ни вот эти фастфуды есть, я такое не люблю. Угу, ну понятно. Хорошо.;https://storage.yandexcloud.net/odin-exam-files-dataset/5e3df702-0d1a-447d-a5a6-eedb11fadf04-1.MP3
3374126;30630642;3;"<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>
<p> </p>
<p><strong>Представьте ситуацию. Вы увидели объявление об открытии спортивного </strong><strong>клуба в Вашем районе. Позвоните и поговорите с менеджером.<br></strong><strong>Поздоровайтесь. Узнайте, сколько стоит посещение спортивного клуба. </strong><br><strong>Поблагодарите за полученную информацию и оцените работу с Вами как </strong><strong>с будущим клиентом.</strong></p>";;1;Начните диалог. Получите нужную вам информацию, будьте вежливы. Представьте ситуацию. Вы увидели объявление об открытии спортивного клуба «Ваш Клуб». Позвоните и поговорите с менеджером. Поздоровайтесь, узнайте, сколько стоит посещение спортивного клуба. Поблагодарите за полученную информацию и оцените работу с вами как с будущим клиентом. Здравствуйте, я увидела объявление о том, что у вас открылся новый клуб. Я бы хотела узнать, сколько стоит посещение вашего клуба. Здравствуйте, очень хорошо, что вы позвонили. Мы недавно открылись, поэтому у нас очень большие скидки. Разовое посещение стоит... 100 рублей. Но если вы возьмете у нас абонемент на месяц, это будет вам стоить всего 500 рублей. А если на полгода, то 2000. И эта акция действительно только до конца недели. Все хорошо, тогда я завтра приду и куплю у вас абонемент. На месяц или на месяц? На месяц. Хорошо, мы будем вас ждать. У нас есть бассейн и сауна. Все хорошо, спасибо. До свидания. До свидания. Спасибо, что проинформировали меня. Хорошо.;https://storage.yandexcloud.net/odin-exam-files-dataset/5e3df702-0d1a-447d-a5a6-eedb11fadf04-2.MP3
3374126;30630643;4;"<p>Вопрос устной части экзамена. Опишите картинку.</p>
<p><strong>Ваше сообщение должно содержать следующую информацию: </strong><br><strong>– Что Вы видите на этом рисунке (место, время года и т.д.)? </strong><br><strong>– Кто изображён на рисунке? </strong><br><strong>– Что они делают? </strong><br><strong>– Опишите подробно любого человека, изображённого на рисунке. </strong><br><strong>– А Вы любите отдых на природе? </strong><br><strong>– Вы часто бываете на природе с семьей, друзьями?</strong></p>
<p><img src=""https://storage-public.odin.study/049deff0-285e-4ffe-b1b7-54aa01eb4b45.PNG"" width=""684"" height=""401""></p>";https://storage-public.odin.study/049deff0-285e-4ffe-b1b7-54aa01eb4b45.PNG;2;Последний вопрос. Это вам нужно будет описать картинку. Когда вы будете ее описывать, ваше сообщение должно содержать следующую информацию. Что вы видите на этом рисунке? Место, время года и так далее. Кто изображен на рисунке и что они делают? Опишите подробно любого человека, изображенного на рисунке. И будет вам просто интересно. Любите ли вы отдых на природе и как часто вы воеваете на природе с семейными друзьями? Все, можно описывать. Ну, если готова, да, пожалуйста. На рисунке изображена семья, которая отдыхает. Приехала на пикнику речки. Время лето. Это стоит теплая солнечная погода. Семья это мама, папа, их двое старших сыновей и дочка. Папа. Сыновьями на заднем плане жарятся сиськи, в то время как их, в то время как его дочка с мамой подготавливают приборы к пикнику и все необходимое. Я очень люблю отдыхать на природе. Особенно... Папа, вы забыли описать еще одного человека. Подробно, одежда, характер. А, любого. Ну, маму. Пожалуйста. Мама одета, прям в одежду описывается вот это. А, надо подробно описать. Мама одета по-леднему, в футболке и в шортах. Я думаю, что она хороший человек. Почему? Потому что я так чувствую, что она хороший человек. Хорошо. Хорошо. Теперь вопросы к вам. Любите вы отдых на природе? Да, я очень люблю отдыхать на природе, особенно отдыхать в палатках, ночевке. Я часто выезжаю с друзьями на разные зоны отдыха. Мы весело и дружно проводим время. На какие базы отдыха? Куда вы ездите? В Каркаролинск. В Каркаролинске очень много разных зон отдыха. Что это такое за место? Расскажите. Там лес, свежий воздух, речка. Что еще? Свежий воздух. Самое главное. Горы там есть? Горы, да. Хорошо. Так, и вы выезжаете именно с палатками? Вы любите такой отдых активный? Да. Ну, и с палатками, и так выезжаем. Главное, что это отдых. Что там свежий воздух, лес, горы. Самое главное. Вы любите путешествовать? Да, я путешествую. Побывала в нескольких городах Казахстана и России. Казахстан, где были? В Алма-Ате отдыхала, на Медеу. В Каркаролинск ездила, в Боровом была. Где еще я куда ездила? Расскажите про Боровой. Поэтому, что сейчас не расскажем. В Боровом там очень красиво. Там лес, очень большой лес. Там с детьми, если ехать отдыхать, там прям очень большая... развлечения для детей очень много. И также с семьей можно поехать отдохнуть. Там прям можно очень хорошо время провести. Хорошо. А куда бы вы хотели еще поехать? Не знаю, хотела бы, наверное, еще бы съездить по России. Потому что очень много красивых городов в России. Еще, наверное, куда-нибудь за границу, там Турция. Вы работаете сейчас? Да. Расскажите кем? Я работаю мастером ногтевого сервиса. Хорошо. Нравится вам это? Очень. Хорошо. А какой у вас хобби? Хобби... Ну, я хожу на фитнес. Мне очень нравится фитнес. В свободное время я посещаю фитнес, либо провожу время со своей семьей. Хорошо. У вас есть домашнее животное? Да. Расскажите, кто? У меня есть два кота. Угу. Ну, они не породистые, они простые. Именно тоже говорит он так. Можете их просто описать, если там что-то? Нет. Тимофей и Семен. Хорошо. Ну что, у нас все вопросы ответили.;https://storage.yandexcloud.net/odin-exam-files-dataset/5e3df702-0d1a-447d-a5a6-eedb11fadf04-3.MP3
3374951;30644371;1;"<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>
<p> </p>
<p><strong>Вы пришли в фотоателье. Что Вы скажете мастеру? Какие фотографии Вам нужны, сколько?</strong></p>";;1;Потом далее открывается вот такая форма, где на экране уже видны две части. Это непосредственно видеозапись сдающего и экзаменатора, то есть экзаменат, сдающий сидит где-то рядом, и ведется запись. Камера должна быть направлена на обоих участников процесса, то есть и на экзаменатора, и на сдающего.;https://storage.yandexcloud.net/odin-exam-files-dataset/0a2d49be-f616-49a8-af85-30dddbb19bcf-0.MP3
3374951;30644372;2;"<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы полными предложениями.</p>
<p> </p>
<p><strong>– Что Вы делаете, когда у Вас есть свободное время? Чем увлекаетесь? </strong><br><strong>– … </strong><br><strong>– Скажите, пожалуйста, какой вид спорта Вам нравится? Занимаетесь ли Вы спортом? Если да, то каким? </strong><br><strong>– … </strong><br><strong>– Какие праздники Вы любите праздновать? Какие фильмы Вы обычно смотрите? Где Вы любите смотреть фильмы: в кинотеатре или дома? </strong><br><strong>– …</strong></p>";;1;Если это РВП, то там будет три вопроса.;https://storage.yandexcloud.net/odin-exam-files-dataset/0a2d49be-f616-49a8-af85-30dddbb19bcf-1.MP3
3374951;30644373;3;"<p>Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>
<p> </p>
<p><strong>Представьте ситуацию. </strong><br><strong>Вы увидели объявление об открытии спортивного клуба в Вашем районе. </strong><br><strong>Позвоните и поговорите с менеджером. </strong><br><strong>Поздоровайтесь. </strong><br><strong>Узнайте, сколько стоит посещение спортивного клуба. </strong><br><strong>Поблагодарите за полученную информацию и оцените работу с Вами как с будущим клиентом.</strong></p>";;1;У нас в примере ВНЖ.;https://storage.yandexcloud.net/odin-exam-files-dataset/0a2d49be-f616-49a8-af85-30dddbb19bcf-2.MP3
3374951;30644374;4;"<p>Вопрос устной части экзамена. Опишите картинку.</p>
<p> </p>
<p><strong>Ваше сообщение должно содержать следующую информацию. </strong><br><strong>– Что изображено на рисунке (место, время года и т.д.)? </strong><br><strong>– Кого Вы видите на рисунке? </strong><br><strong>– Что делают эти люди? </strong><br><strong>– Расскажите подробнее о любом человеке, изображённом на рисунке. </strong><br><strong>– Как Вы думаете, какой это человек? </strong><br><strong>– Как у Вас обычно проходит выходной день?</strong></p>
<p> </p>
<p><strong><img src=""https://storage-public.odin.study/ab7858aa-192b-4d9a-9541-d9402c8c2f33.PNG"" width=""1170"" height=""676""></strong></p>";https://storage-public.odin.study/ab7858aa-192b-4d9a-9541-d9402c8c2f33.PNG;2;После того, как человек ответил на свою устную часть, можно нажать на кнопку «Завершить устную часть» для этого конкретного человека. Здесь также идет время, но в отличие от сдающего для экзаменаторов, это рекомендательный. Это счетчик времени, то есть вы можете завершить раньше 10 минут, но система вам скажет, что раньше 10 минут завершать как бы не следует, потому что запись должна быть именно не менее этого времени.;https://storage.yandexcloud.net/odin-exam-files-dataset/0a2d49be-f616-49a8-af85-30dddbb19bcf-3.MP3
3375188;30648935;1;<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог. <br><strong>Вы пришли в миграционную службу. Вам нужно оформить миграционную карту. Объясните ситуацию и попросите дать Вам бланк.</strong></p>;;1;Первый вопрос идет от начальника. Начните диалог. Вы пришли в миграционную службу. Вам нужно оформить миграционную карту. Объясните ситуацию и попросите дать вам план. Пожалуйста. Ну, в первую очередь отдаешь паспорт. Здороваешься. И записываю данные в миграционной карточке. Находящиеся в паспорте. Получается дата рождения, фамилия, имя. И дата, когда ты заезжаешь. Получается. И цель визита в страну. Это работа, гостевая или там прочее. Все по этому вопросу? Ну, вроде бы все.;https://storage.yandexcloud.net/odin-exam-files-dataset/2a034e54-c832-4cb5-9f82-1a6f8f98aa0f-0.MP3
3375188;30648936;2;"<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>
<p><strong>– Как зовут Вашего лучшего друга или подругу? Где Вы познакомились? Какой Ваш друг/подруга (внешность, характер, хобби)? </strong><br><strong>– … </strong><br><strong>– Как Вы обычно проводите свой отпуск? Где Вы отдыхали в последний раз? Что Вам больше всего понравилось? </strong><br><strong>– … </strong><br><strong>– Чем занимаются Ваши родные (родители, братья, сёстры)? Вы часто встречаетесь? Что Вы обычно делаете вместе? </strong><br><strong>– …</strong></p>";;2;Вам необходимо принять участие в диалоге. Ответьте на вопрос у собеседника полными предложениями. Как зовут вашего лучшего друга или подругу? Где вы познакомились? Какой ваш друг или подруга? Опишите его внешность, характер, хобби. Пожалуйста. У меня есть друг Султан. Мы с ним познакомились в городе Астане. На работе. В гидромеханизации. Там мы работали. Он работал на погрузчике, я работал сварщиком. Мы как-то заобщались и начали дружить вместе. Опишите его, какой ваш друг? Внешний характер, хобби. Ну, небольшого роста. Спортивного телосложения. Целеустремленный человек. Ответственный. Всегда рано вставал. У меня тоже. Я не знаю, что в чайнике не проспать. Просить. Ну, так, в принципе, и все. У него есть какое-то хобби? Хобби, хобби, хобби. Ну, он любит заниматься спортом. В основном на турнике. Отжимания. Как вы обычно проводите свой отпуск? Где вы отдыхали в последний раз? И что вам больше всего понравилось? Ну, последний раз я отдыхал... В странах Кыргызстан. На Иссык-Куле. Там есть большое озеро. Иссыка, на Кыргызстане. Или как? Не точно не помню. Ну, там ездили на прогулочном катере. Получается, музыка, дискотека. Он где-то от берега отплывал минут сорок. Потом останавливался. Все одевали костюмы. И плавали тоже где-то около часа. Потом этот катер обратно. Ну, там еще всякие аттракционы. Американские горки, по идее. Батуты. Чёртово колесо. Ну, развлекательные программы. Пляж. Ну, и всякие прикольные вещи. Например, розыгрыши. Кидание дротиков в шарик. Кидывание, например, мячика в кольцо. Ну, и всякие. Ну, типа, развлекательные все вот эти мероприятия. Так. Расскажите, чем занимаются Ваши родные родители, братья и сестры? Часто Вы с ними встречаетесь? И что делаете обычно вместе? Вместе делаем так. Ну, родителей у меня нет. Они как бы умерли. В подростковом возрасте, когда у меня был отец. Умер в четырнадцать, двадцать шесть. А... У меня есть сестренка младшая. Она замужем. Ну, в принципе, как раз в проводнее время. В основном у всех своя семья. Все работаем. Там бывает, когда собираемся по праздникам. Каких-нибудь выходных. Ну, как чему-нибудь приготовим. Кушать, например, шашлыки пожарим там. Кто пиво пьет, кто соки. В принципе. А чем занимается? Чем занимается Ваша сестра? Ну, она домохозяйка. У нее маленькая дочка. Она смотрит и показывает мне в данный момент. Хорошо. Ну, а Вы не встречаетесь часто? Нет. Мы живем очень... Ну, как, не далеко. Двадцать километров. Ну, все равно это... Не часто видимся. Там, может, раз в две недели, раз в три недели. Сейчас же проще стало. Ватсап. Можно позвонить. Увидится. Не обязательно ехать в город. Ну, я не знаю. Я не знаю. Я не знаю. Я не знаю. Я не знаю. Я не знаю. Я не знаю. У меня нет такой, например, возможности. Не обязательно ехать вживую, ну, например, такой километраж. У не всех есть возможность, у не у всех есть время, например, съездить в такую дальiggling. Хорошо. Переходим к следующему вопросу. Представьте ситуацию. Вы пришли в медицинский центр. И Вам необходимо оформить медицинскую книжку. Поздоровайтесь. Узнайте у администратора, как можно оформить медицинскую книжку в этом центре.;https://storage.yandexcloud.net/odin-exam-files-dataset/2a034e54-c832-4cb5-9f82-1a6f8f98aa0f-1.MP3
3375188;30648937;3;"<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.<br><br></p>
<p><strong>Представьте ситуацию. Вы пришли в медицинский центр. Вам необходимо </strong><strong>оформить медицинскую книжку. </strong><br><strong>Поздоровайтесь. </strong><strong>Узнайте у администратора, как можно оформить медицинскую книжку в этом центре. Поблагодарите за полученную информацию и оцените работу с Вами как с посетителем центра.</strong></p>";;1;с Вами как с посетителем центра. Так? Да. Спасибо. До встречи. До встречи. До встречи. До встречи. посетителем центра пожалуйста сначала поздороваться это по-любому обязательно надо знать какие надо документы например на медицинскую книжку какой надо пройти анализа какие надо дать там и на коврографию какой надо пройти осмотр заплатить не просто в кассу там она дали по идее чё там и вам день назначат если успеваете по времени то например сегодня можно пройти на если не успеваете то на следующий день по времени желательно пораньше прийти и;https://storage.yandexcloud.net/odin-exam-files-dataset/2a034e54-c832-4cb5-9f82-1a6f8f98aa0f-2.MP3
3375188;30648938;4;"<p>Вопрос устной части экзамена. Опишите картинку.</p>
<p> </p>
<p><strong>Ваше сообщение должно содержать следующую информацию. </strong><br><strong>– Что изображено на рисунке (место, время года и т.д.)? </strong><br><strong>– Кто изображён на рисунке? </strong><br><strong>– Что они делают? </strong><br><strong>– Расскажите подробнее о любом человеке, изображённом на рисунке. </strong><br><strong>– Сколько детей в вашей семье? Расскажите о них. </strong><br><strong>– Как Вы играете с детьми?</strong></p>
<p><strong><img src=""https://storage-public.odin.study/37a54d41-aade-4da2-a13d-6ab7d3ef8035.PNG"" width=""700"" height=""507""></strong></p>";https://storage-public.odin.study/37a54d41-aade-4da2-a13d-6ab7d3ef8035.PNG;2;следующую информацию что изображено на рисунке место время года и так далее кто изображен на рисунке что они делают расскажите подробнее о любом человеке вражем на рисунке тем расскажите сколько детей вашей семье как вы играете картинка интересная непонятно бабушка наверно чай пьет это походу радио что это на хай Craft айона потом там кто получается дедушка есть дед играется малышом который ползает под столом маленькая девочка сидит за столом тоже непонятно что наделать или чай пьет не просто сидит балуется подросток и не пойму чё он держит руку как это игрушка или что-то непонятное показывает старшему брату наверное на коврике лежит на столе походу в том месте песик название не знаю имя тоже у него есть кормушка походу с едой и водой ну по комнате разбросаны игрушки это игрушки малыша кучу время года не думаю так что лето потому что но за окном трава зеленая и деревья зеленой кроме сколько детей вашей семьи расскажите о них как вы играете подрос но раньше играл мы играли в солдатике в основном раскладывал на полу карту и маленькие солдатики с ним играли типа войнушки как на шахматной доске получается сколько лет у вашего сына сейчас ему уже 13 лет вот как бы подрос ну чтобы не ходить каждый раз в тир я купил воздушное ружье чтобы можно было чтобы не ходить каждый раз в тир я купил воздушное ружье чтобы можно было по банку стрелять дома например подарил подарок на этом устная часть нашего экзамена вершина либо по подробнее на канале;https://storage.yandexcloud.net/odin-exam-files-dataset/2a034e54-c832-4cb5-9f82-1a6f8f98aa0f-3.MP3
